window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.151000,9.701320,5.305942,9.906127,0.457798,0.228538,13.160992,119.000000,0.000000,0
2.188000,9.739433,5.209879,9.760389,0.035467,0.005738,0.443602,90.000000,0.000000,0
