window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.62,10.18538,4.60962,10.92221,0.619499,0.333787,8.973122,105,0,0
4.91,10.06139,4.754359,10.11512,0.265835,0.038208,0.596094,88,0,0
7.01,9.904151,4.565118,10.11278,0.354861,0.126342,1.144218,94,0,0
