window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.016000,11.031369,5.188293,12.333851,3.705324,0.779667,23.562241,85.000000,0.000000,0
2.016000,10.710509,4.954660,12.019886,1.722015,0.727691,12.565708,111.000000,1.000000,0
4.016000,10.839585,5.016194,12.025516,1.977262,0.759127,13.814783,110.000000,1.000000,0
6.016000,10.560669,5.167585,12.375885,2.374567,0.881634,11.113167,89.000000,0.000000,0
