window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.315000,9.555540,4.247899,18.801079,2.060822,2.988032,434.090424,113.000000,2.000000,0
2.327000,10.673422,3.728969,10.846454,0.642142,0.196940,9.711313,92.000000,2.000000,0
4.360000,10.260410,4.274043,11.198707,0.506927,0.701099,6.483173,84.000000,0.000000,0
