window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.016000,12.125714,6.682764,15.641543,3.920533,2.521090,64.084152,114.000000,2.000000,0
2.016000,13.481481,7.472384,16.909531,3.191093,2.605565,56.013157,93.000000,2.000000,0
4.016000,13.822484,7.546159,16.299572,3.354347,1.984733,53.274918,36.000000,1.000000,0
