window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.011000,9.821815,4.857522,28.909166,3.968435,3.235198,576.271240,81.000000,2.000000,0
2.012000,10.788287,4.418872,10.864173,0.518080,0.085162,3.502035,103.000000,2.000000,0
4.013000,10.864667,4.369573,10.883700,0.098683,0.007532,0.375175,112.000000,3.000000,1
