window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.325000,10.824476,5.891206,43.351463,1.191069,4.700543,1447.647095,97.000000,2.000000,0
2.337000,10.311499,4.910122,10.423536,0.341140,0.024747,11.374378,97.000000,2.000000,0
4.344000,10.340858,4.941811,10.362027,0.118781,0.011793,0.118589,34.000000,3.000000,1
