window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.011000,10.960666,4.576620,49.980556,1.600526,5.277152,1268.416016,90.000000,2.000000,0
2.011000,10.842859,4.429800,10.905973,0.339052,0.045945,2.755642,118.000000,2.000000,0
4.011000,10.844065,4.083537,10.921136,0.163739,0.024657,0.723219,102.000000,3.000000,1
