window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.49,10.67768,5.403264,15.18373,3.441802,2.069596,84.76711,116,1,0
4.72,10.47141,4.833281,14.5088,2.242105,2.049704,67.93838,102,0,0
6.79,10.50003,5.514065,13.99513,2.128399,1.226933,21.15831,86,1,0
