window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.410000,10.738097,4.866794,12.027753,0.384996,0.275583,12.474060,111.000000,0.000000,0
2.427000,10.603050,4.815836,10.688607,0.187081,0.040686,1.632118,118.000000,0.000000,0
