window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.48,10.14123,4.587272,15.69478,1.710734,1.406503,86.20548,29,2,0
6.07,11.12858,4.429485,18.94314,1.313673,3.926323,212.1142,85,2,0
9.77,11.50203,5.031106,21.42549,1.912467,4.345433,263.8326,88,1,0
12.45,10.06222,4.98273,10.27519,1.199381,0.224906,1.275921,105,0,0
