window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
4.03,9.607409,5.077693,19.50697,2.294519,1.494305,418.9199,82,0,0
6.66,10.29338,5.36106,10.3335,1.356002,0.04418,0.555706,120,0,0
