window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.45,10.55671,4.683715,32.61863,2.723757,4.273183,787.4965,109,2,0
4.88,10.30721,4.868178,10.71596,0.480397,0.572445,49.58744,100,2,0
7.12,10.77599,5.199558,10.82013,0.087168,0.030235,0.091982,118,3,1
9.38,10.84584,5.268441,10.87074,0.061452,0.016304,0.737953,190,0,0
