window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.49,10.19989,4.898075,11.41545,2.245908,0.492767,13.71355,94,0,0
4.91,9.902349,4.673581,10.2194,2.617699,0.138469,3.817129,98,0,0
