window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.77,14.07195,7.970827,18.81431,4.611088,2.310678,38.79633,108,1,0
5.47,12.84445,7.290329,14.67158,3.331513,1.365142,24.90945,83,0,0
7.73,12.73976,7.259325,14.81677,2.976861,1.481131,41.60209,118,0,0
