window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.410000,10.416457,5.075813,16.367655,2.178077,2.550040,134.297989,115.000000,2.000000,0
2.422000,9.980642,4.636657,18.952883,1.951292,3.196930,171.518372,106.000000,2.000000,0
4.444000,10.381399,4.680572,15.776081,1.710214,2.869559,163.869553,111.000000,2.000000,0
