window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.08,10.87053,4.316236,10.95664,0.846568,0.054724,1.041269,86,0,0
4.41,10.30544,4.600779,20.03202,1.261855,1.979196,635.779,107,2,0
6.74,10.52905,4.971485,10.62295,0.595127,0.088033,0.57559,82,2,0
8.91,10.65321,4.99776,10.67708,0.150674,0.014982,0.050831,115,3,1
11.19,10.69042,4.978364,10.70084,0.081798,0.006607,0.175238,190,0,0
