window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.426000,10.396679,5.420583,10.498718,0.334035,0.029147,2.066612,115.000000,0.000000,0
