window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
0.410000,9.596249,4.998168,10.078391,0.467802,0.079624,9.730530,119.000000,0.000000,0
2.431000,9.600690,5.082438,9.641803,0.117469,0.013163,0.829649,86.000000,0.000000,0
