window_time,magnitude_avg,sma,max_accel,max_gyro,std_accel,jerk_peak,bpm,fsm_state,fall_detected
2.52,9.3372,4.905128,9.384597,0.092073,0.032434,0.432062,186,0,0
7.62,10.8451,5.596405,30.61141,1.016071,4.004483,658.715,114,2,0
9.73,10.53784,5.097368,10.58677,0.212179,0.040658,0.407505,84,0,1
